file,Ball Plate ID and Orientation,Inspector,Inspection Time,Temperature_°C,Pos S0_nominal_x,Pos S0_nominal_y,Pos S0_nominal_z,Pos S0_actual_x,Pos S0_actual_y,Pos S0_actual_z,Pos S0_error_x,Pos S0_error_y,Pos S0_error_z,Pos S1_nominal_x,Pos S1_nominal_y,Pos S1_nominal_z,Pos S1_actual_x,Pos S1_actual_y,Pos S1_actual_z,Pos S1_error_x,Pos S1_error_y,Pos S1_error_z,Pos S2_nominal_x,Pos S2_nominal_y,Pos S2_nominal_z,Pos S2_actual_x,Pos S2_actual_y,Pos S2_actual_z,Pos S2_error_x,Pos S2_error_y,Pos S2_error_z,Pos S3_nominal_x,Pos S3_nominal_y,Pos S3_nominal_z,Pos S3_actual_x,Pos S3_actual_y,Pos S3_actual_z,Pos S3_error_x,Pos S3_error_y,Pos S3_error_z,Pos S4_nominal_x,Pos S4_nominal_y,Pos S4_nominal_z,Pos S4_actual_x,Pos S4_actual_y,Pos S4_actual_z,Pos S4_error_x,Pos S4_error_y,Pos S4_error_z,diameter_D0_nominal,diameter_D0_actual,diameter_D0_error,diameter_D1_nominal,diameter_D1_actual,diameter_D1_error,diameter_D2_nominal,diameter_D2_actual,diameter_D2_error,diameter_D3_nominal,diameter_D3_actual,diameter_D3_error,diameter_D4_nominal,diameter_D4_actual,diameter_D4_error,pointpointdistance_L01_nominal,pointpointdistance_L01_actual,pointpointdistance_L01_error,pointpointdistance_L02_nominal,pointpointdistance_L02_actual,pointpointdistance_L02_error,pointpointdistance_L03_nominal,pointpointdistance_L03_actual,pointpointdistance_L03_error,pointpointdistance_L04_nominal,pointpointdistance_L04_actual,pointpointdistance_L04_error,pointpointdistance_L14_nominal,pointpointdistance_L14_actual,pointpointdistance_L14_error,pointpointdistance_L23_nominal,pointpointdistance_L23_actual,pointpointdistance_L23_error,pointpointdistance_L12_nominal,pointpointdistance_L12_actual,pointpointdistance_L12_error,pointpointdistance_L34_nominal,pointpointdistance_L34_actual,pointpointdistance_L34_error,pointpointdistance_L13_nominal,pointpointdistance_L13_actual,pointpointdistance_L13_error,pointpointdistance_L24_nominal,pointpointdistance_L24_actual,pointpointdistance_L24_error
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-1_1-20210121T031147.csv,P509-east,Larry,20210121T1508,20.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4795,37.5167,0.0880,-0.0205,0.0167,0.0880,-63.5000,37.5000,0.0000,-63.4514,37.5167,0.0711,0.0486,0.0167,0.0711,-62.5000,-36.5000,0.0000,-62.4783,-36.4619,0.0883,0.0217,0.0381,0.0883,61.5000,-37.5000,0.0000,61.4411,-37.4655,0.0715,-0.0589,0.0345,0.0715,25.4000,25.3979,-0.0021,25.4000,25.4018,0.0018,25.4000,25.4008,0.0008,25.4000,25.4032,0.0032,25.4000,25.4015,0.0015,72.8870,72.8780,-0.0090,73.7460,73.7129,-0.0331,72.3770,72.3395,-0.0375,72.0310,71.9630,-0.0680,75.0070,74.9894,-0.0176,74.0070,73.9850,-0.0220,126.0000,125.9309,-0.0691,124.0040,123.9234,-0.0806,145.2620,145.2146,-0.0474,145.7740,145.6725,-0.1015
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-1_1-20210121T040544.csv,P509-east,Larry,20210121T1602,20.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4792,37.5168,0.0884,-0.0208,0.0168,0.0884,-63.5000,37.5000,0.0000,-63.4519,37.5168,0.0723,0.0481,0.0168,0.0723,-62.5000,-36.5000,0.0000,-62.4785,-36.4614,0.0886,0.0215,0.0386,0.0886,61.5000,-37.5000,0.0000,61.4401,-37.4657,0.0728,-0.0599,0.0343,0.0728,25.4000,25.3975,-0.0025,25.4000,25.4019,0.0019,25.4000,25.4018,0.0018,25.4000,25.4033,0.0033,25.4000,25.4006,0.0006,72.8870,72.8778,-0.0092,73.7460,73.7133,-0.0327,72.3770,72.3395,-0.0375,72.0310,71.9623,-0.0687,75.0070,74.9897,-0.0173,74.0070,73.9845,-0.0225,126.0000,125.9311,-0.0689,124.0040,123.9227,-0.0813,145.2620,145.2144,-0.0476,145.7740,145.6722,-0.1018
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-1_2-20210121T031512.csv,P509-east,Larry,20210121T1511,20.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4811,37.5172,0.0878,-0.0189,0.0172,0.0878,-63.5000,37.5000,0.0000,-63.4506,37.5172,0.0714,0.0494,0.0172,0.0714,-62.5000,-36.5000,0.0000,-62.4775,-36.4611,0.0880,0.0225,0.0389,0.0880,61.5000,-37.5000,0.0000,61.4411,-37.4661,0.0719,-0.0589,0.0339,0.0719,25.4000,25.3979,-0.0021,25.4000,25.4017,0.0017,25.4000,25.4012,0.0012,25.4000,25.4028,0.0028,25.4000,25.4016,0.0016,72.8870,72.8796,-0.0074,73.7460,73.7125,-0.0335,72.3770,72.3385,-0.0385,72.0310,71.9633,-0.0677,75.0070,74.9905,-0.0165,74.0070,73.9847,-0.0223,126.0000,125.9317,-0.0683,124.0040,123.9226,-0.0814,145.2620,145.2151,-0.0469,145.7740,145.6724,-0.1016
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-1_2-20210121T040909.csv,P509-east,Larry,20210121T1605,20.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4802,37.5170,0.0879,-0.0198,0.0170,0.0879,-63.5000,37.5000,0.0000,-63.4509,37.5170,0.0710,0.0491,0.0170,0.0710,-62.5000,-36.5000,0.0000,-62.4785,-36.4619,0.0882,0.0215,0.0381,0.0882,61.5000,-37.5000,0.0000,61.4402,-37.4657,0.0714,-0.0598,0.0343,0.0714,25.4000,25.3978,-0.0022,25.4000,25.4019,0.0019,25.4000,25.4021,0.0021,25.4000,25.4034,0.0034,25.4000,25.4015,0.0015,72.8870,72.8787,-0.0083,73.7460,73.7126,-0.0334,72.3770,72.3397,-0.0373,72.0310,71.9624,-0.0686,75.0070,74.9899,-0.0171,74.0070,73.9852,-0.0218,126.0000,125.9311,-0.0689,124.0040,123.9228,-0.0812,145.2620,145.2155,-0.0465,145.7740,145.6715,-0.1025
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-1_3-20210121T031837.csv,P509-east,Larry,20210121T1515,20.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4803,37.5166,0.0884,-0.0197,0.0166,0.0884,-63.5000,37.5000,0.0000,-63.4514,37.5166,0.0720,0.0486,0.0166,0.0720,-62.5000,-36.5000,0.0000,-62.4781,-36.4617,0.0887,0.0219,0.0383,0.0887,61.5000,-37.5000,0.0000,61.4408,-37.4658,0.0724,-0.0592,0.0342,0.0724,25.4000,25.3983,-0.0017,25.4000,25.4019,0.0019,25.4000,25.4014,0.0014,25.4000,25.4031,0.0031,25.4000,25.4020,0.0020,72.8870,72.8786,-0.0084,73.7460,73.7128,-0.0332,72.3770,72.3393,-0.0377,72.0310,71.9629,-0.0681,75.0070,74.9896,-0.0174,74.0070,73.9847,-0.0223,126.0000,125.9317,-0.0683,124.0040,123.9230,-0.0810,145.2620,145.2150,-0.0470,145.7740,145.6722,-0.1018
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-1_3-20210121T041234.csv,P509-east,Larry,20210121T1609,20.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4795,37.5167,0.0884,-0.0205,0.0167,0.0884,-63.5000,37.5000,0.0000,-63.4515,37.5167,0.0723,0.0485,0.0167,0.0723,-62.5000,-36.5000,0.0000,-62.4784,-36.4617,0.0886,0.0216,0.0383,0.0886,61.5000,-37.5000,0.0000,61.4398,-37.4656,0.0727,-0.0602,0.0344,0.0727,25.4000,25.3976,-0.0024,25.4000,25.4015,0.0015,25.4000,25.4011,0.0011,25.4000,25.4031,0.0031,25.4000,25.4010,0.0010,72.8870,72.8780,-0.0090,73.7460,73.7130,-0.0330,72.3770,72.3396,-0.0374,72.0310,71.9620,-0.0690,75.0070,74.9896,-0.0174,74.0070,73.9848,-0.0222,126.0000,125.9310,-0.0690,124.0040,123.9223,-0.0817,145.2620,145.2147,-0.0473,145.7740,145.6715,-0.1025
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-1_4-20210121T032202.csv,P509-east,Larry,20210121T1518,20.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4806,37.5169,0.0880,-0.0194,0.0169,0.0880,-63.5000,37.5000,0.0000,-63.4509,37.5169,0.0716,0.0491,0.0169,0.0716,-62.5000,-36.5000,0.0000,-62.4788,-36.4617,0.0882,0.0212,0.0383,0.0882,61.5000,-37.5000,0.0000,61.4408,-37.4656,0.0721,-0.0592,0.0344,0.0721,25.4000,25.3980,-0.0020,25.4000,25.4018,0.0018,25.4000,25.4010,0.0010,25.4000,25.4028,0.0028,25.4000,25.4016,0.0016,72.8870,72.8790,-0.0080,73.7460,73.7125,-0.0335,72.3770,72.3399,-0.0371,72.0310,71.9628,-0.0682,75.0070,74.9897,-0.0173,74.0070,73.9849,-0.0221,126.0000,125.9315,-0.0685,124.0040,123.9237,-0.0803,145.2620,145.2160,-0.0460,145.7740,145.6719,-0.1021
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-1_4-20210121T041559.csv,P509-east,Larry,20210121T1612,20.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4800,37.5168,0.0877,-0.0200,0.0168,0.0877,-63.5000,37.5000,0.0000,-63.4507,37.5168,0.0713,0.0493,0.0168,0.0713,-62.5000,-36.5000,0.0000,-62.4791,-36.4616,0.0879,0.0209,0.0384,0.0879,61.5000,-37.5000,0.0000,61.4401,-37.4664,0.0717,-0.0599,0.0336,0.0717,25.4000,25.3981,-0.0019,25.4000,25.4019,0.0019,25.4000,25.4023,0.0023,25.4000,25.4037,0.0037,25.4000,25.4009,0.0009,72.8870,72.8784,-0.0086,73.7460,73.7123,-0.0337,72.3770,72.3401,-0.0369,72.0310,71.9626,-0.0684,75.0070,74.9904,-0.0166,74.0070,73.9848,-0.0222,126.0000,125.9307,-0.0693,124.0040,123.9233,-0.0807,145.2620,145.2156,-0.0464,145.7740,145.6715,-0.1025
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-1_5-20210121T032527.csv,P509-east,Larry,20210121T1522,20.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4807,37.5167,0.0884,-0.0193,0.0167,0.0884,-63.5000,37.5000,0.0000,-63.4518,37.5167,0.0721,0.0482,0.0167,0.0721,-62.5000,-36.5000,0.0000,-62.4783,-36.4616,0.0886,0.0217,0.0384,0.0886,61.5000,-37.5000,0.0000,61.4409,-37.4654,0.0726,-0.0591,0.0346,0.0726,25.4000,25.3981,-0.0019,25.4000,25.4014,0.0014,25.4000,25.4007,0.0007,25.4000,25.4032,0.0032,25.4000,25.4011,0.0011,72.8870,72.8790,-0.0080,73.7460,73.7133,-0.0327,72.3770,72.3394,-0.0376,72.0310,71.9628,-0.0682,75.0070,74.9894,-0.0176,74.0070,73.9847,-0.0223,126.0000,125.9325,-0.0675,124.0040,123.9232,-0.0808,145.2620,145.2155,-0.0465,145.7740,145.6726,-0.1014
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-1_5-20210121T041923.csv,P509-east,Larry,20210121T1615,20.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4796,37.5165,0.0883,-0.0204,0.0165,0.0883,-63.5000,37.5000,0.0000,-63.4514,37.5165,0.0721,0.0486,0.0165,0.0721,-62.5000,-36.5000,0.0000,-62.4784,-36.4619,0.0885,0.0216,0.0381,0.0885,61.5000,-37.5000,0.0000,61.4399,-37.4660,0.0726,-0.0601,0.0340,0.0726,25.4000,25.3980,-0.0020,25.4000,25.4018,0.0018,25.4000,25.4023,0.0023,25.4000,25.4033,0.0033,25.4000,25.4016,0.0016,72.8870,72.8780,-0.0090,73.7460,73.7128,-0.0332,72.3770,72.3397,-0.0373,72.0310,71.9622,-0.0688,75.0070,74.9897,-0.0173,74.0070,73.9849,-0.0221,126.0000,125.9310,-0.0690,124.0040,123.9224,-0.0816,145.2620,145.2148,-0.0472,145.7740,145.6716,-0.1024
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-1_6-20210121T032851.csv,P509-east,Larry,20210121T1525,20.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4802,37.5166,0.0884,-0.0198,0.0166,0.0884,-63.5000,37.5000,0.0000,-63.4514,37.5166,0.0719,0.0486,0.0166,0.0719,-62.5000,-36.5000,0.0000,-62.4789,-36.4615,0.0887,0.0211,0.0385,0.0887,61.5000,-37.5000,0.0000,61.4403,-37.4662,0.0724,-0.0597,0.0338,0.0724,25.4000,25.3983,-0.0017,25.4000,25.4016,0.0016,25.4000,25.4010,0.0010,25.4000,25.4025,0.0025,25.4000,25.4009,0.0009,72.8870,72.8786,-0.0084,73.7460,73.7129,-0.0331,72.3770,72.3399,-0.0371,72.0310,71.9626,-0.0684,75.0070,74.9900,-0.0170,74.0070,73.9845,-0.0225,126.0000,125.9317,-0.0683,124.0040,123.9232,-0.0808,145.2620,145.2155,-0.0465,145.7740,145.6721,-0.1019
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-1_6-20210121T042248.csv,P509-east,Larry,20210121T1619,20.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4797,37.5165,0.0877,-0.0203,0.0165,0.0877,-63.5000,37.5000,0.0000,-63.4519,37.5165,0.0715,0.0481,0.0165,0.0715,-62.5000,-36.5000,0.0000,-62.4785,-36.4619,0.0880,0.0215,0.0381,0.0880,61.5000,-37.5000,0.0000,61.4404,-37.4662,0.0719,-0.0596,0.0338,0.0719,25.4000,25.3976,-0.0024,25.4000,25.4017,0.0017,25.4000,25.4015,0.0015,25.4000,25.4035,0.0035,25.4000,25.4010,0.0010,72.8870,72.8781,-0.0089,73.7460,73.7132,-0.0328,72.3770,72.3398,-0.0372,72.0310,71.9628,-0.0682,75.0070,74.9899,-0.0171,74.0070,73.9847,-0.0223,126.0000,125.9316,-0.0684,124.0040,123.9230,-0.0810,145.2620,145.2149,-0.0471,145.7740,145.6725,-0.1015
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-4_1-20210121T022653.csv,P509-east,Larry,20210121T1423,19.8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4800,37.5171,0.0883,-0.0200,0.0171,0.0883,-63.5000,37.5000,0.0000,-63.4519,37.5171,0.0721,0.0481,0.0171,0.0721,-62.5000,-36.5000,0.0000,-62.4788,-36.4614,0.0885,0.0212,0.0386,0.0885,61.5000,-37.5000,0.0000,61.4402,-37.4662,0.0725,-0.0598,0.0338,0.0725,25.4000,25.3977,-0.0023,25.4000,25.4013,0.0013,25.4000,25.4015,0.0015,25.4000,25.4026,0.0026,25.4000,25.4010,0.0010,72.8870,72.8786,-0.0084,73.7460,73.7135,-0.0325,72.3770,72.3398,-0.0372,72.0310,71.9626,-0.0684,75.0070,74.9905,-0.0165,74.0070,73.9849,-0.0221,126.0000,125.9320,-0.0680,124.0040,123.9231,-0.0809,145.2620,145.2155,-0.0465,145.7740,145.6727,-0.1013
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-4_2-20210121T023018.csv,P509-east,Larry,20210121T1426,19.8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4802,37.5170,0.0886,-0.0198,0.0170,0.0886,-63.5000,37.5000,0.0000,-63.4520,37.5170,0.0719,0.0480,0.0170,0.0719,-62.5000,-36.5000,0.0000,-62.4786,-36.4620,0.0888,0.0214,0.0380,0.0888,61.5000,-37.5000,0.0000,61.4407,-37.4660,0.0724,-0.0593,0.0340,0.0724,25.4000,25.3980,-0.0020,25.4000,25.4023,0.0023,25.4000,25.4015,0.0015,25.4000,25.4026,0.0026,25.4000,25.4013,0.0013,72.8870,72.8787,-0.0083,73.7460,73.7136,-0.0324,72.3770,72.3399,-0.0371,72.0310,71.9629,-0.0681,75.0070,74.9902,-0.0168,74.0070,73.9854,-0.0216,126.0000,125.9322,-0.0678,124.0040,123.9233,-0.0807,145.2620,145.2157,-0.0463,145.7740,145.6730,-0.1010
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-4_3-20210121T023342.csv,P509-east,Larry,20210121T1430,19.8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4807,37.5173,0.0881,-0.0193,0.0173,0.0881,-63.5000,37.5000,0.0000,-63.4510,37.5173,0.0720,0.0490,0.0173,0.0720,-62.5000,-36.5000,0.0000,-62.4788,-36.4613,0.0883,0.0212,0.0387,0.0883,61.5000,-37.5000,0.0000,61.4402,-37.4660,0.0725,-0.0598,0.0340,0.0725,25.4000,25.3980,-0.0020,25.4000,25.4018,0.0018,25.4000,25.4009,0.0009,25.4000,25.4025,0.0025,25.4000,25.4006,0.0006,72.8870,72.8793,-0.0077,73.7460,73.7128,-0.0332,72.3770,72.3398,-0.0372,72.0310,71.9625,-0.0685,75.0070,74.9905,-0.0165,74.0070,73.9850,-0.0220,126.0000,125.9317,-0.0683,124.0040,123.9231,-0.0809,145.2620,145.2161,-0.0459,145.7740,145.6719,-0.1021
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-4_4-20210121T023707.csv,P509-east,Larry,20210121T1433,19.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4790,37.5160,0.0887,-0.0210,0.0160,0.0887,-63.5000,37.5000,0.0000,-63.4532,37.5160,0.0730,0.0468,0.0160,0.0730,-62.5000,-36.5000,0.0000,-62.4789,-36.4624,0.0889,0.0211,0.0376,0.0889,61.5000,-37.5000,0.0000,61.4399,-37.4659,0.0734,-0.0601,0.0341,0.0734,25.4000,25.3986,-0.0014,25.4000,25.4015,0.0015,25.4000,25.4003,0.0003,25.4000,25.4032,0.0032,25.4000,25.4007,0.0007,72.8870,72.8772,-0.0098,73.7460,73.7141,-0.0319,72.3770,72.3403,-0.0367,72.0310,71.9622,-0.0688,75.0070,74.9891,-0.0179,74.0070,73.9849,-0.0221,126.0000,125.9321,-0.0679,124.0040,123.9228,-0.0812,145.2620,145.2146,-0.0474,145.7740,145.6728,-0.1012
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-4_5-20210121T024032.csv,P509-east,Larry,20210121T1437,19.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4800,37.5174,0.0887,-0.0200,0.0174,0.0887,-63.5000,37.5000,0.0000,-63.4518,37.5174,0.0724,0.0482,0.0174,0.0724,-62.5000,-36.5000,0.0000,-62.4785,-36.4618,0.0889,0.0215,0.0382,0.0889,61.5000,-37.5000,0.0000,61.4401,-37.4653,0.0729,-0.0599,0.0347,0.0729,25.4000,25.3983,-0.0017,25.4000,25.4017,0.0017,25.4000,25.4016,0.0016,25.4000,25.4039,0.0039,25.4000,25.4009,0.0009,72.8870,72.8788,-0.0082,73.7460,73.7136,-0.0324,72.3770,72.3397,-0.0373,72.0310,71.9620,-0.0690,75.0070,74.9899,-0.0171,74.0070,73.9856,-0.0214,126.0000,125.9318,-0.0682,124.0040,123.9227,-0.0813,145.2620,145.2156,-0.0464,145.7740,145.6722,-0.1018
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-east-DC-4_6-20210121T024357.csv,P509-east,Larry,20210121T1440,19.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4802,37.5172,0.0889,-0.0198,0.0172,0.0889,-63.5000,37.5000,0.0000,-63.4513,37.5172,0.0727,0.0487,0.0172,0.0727,-62.5000,-36.5000,0.0000,-62.4782,-36.4615,0.0891,0.0218,0.0385,0.0891,61.5000,-37.5000,0.0000,61.4405,-37.4657,0.0732,-0.0595,0.0343,0.0732,25.4000,25.3985,-0.0015,25.4000,25.4011,0.0011,25.4000,25.4009,0.0009,25.4000,25.4029,0.0029,25.4000,25.4006,0.0006,72.8870,72.8789,-0.0081,73.7460,73.7131,-0.0329,72.3770,72.3393,-0.0377,72.0310,71.9626,-0.0684,75.0070,74.9901,-0.0169,74.0070,73.9851,-0.0219,126.0000,125.9315,-0.0685,124.0040,123.9228,-0.0812,145.2620,145.2152,-0.0468,145.7740,145.6722,-0.1018
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-south-DC-1_1-20210121T024921.csv,P509-south,Larry,20210121T1445,19.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4791,37.5160,0.0880,-0.0209,0.0160,0.0880,-63.5000,37.5000,0.0000,-63.4500,37.5160,0.0714,0.0500,0.0160,0.0714,-62.5000,-36.5000,0.0000,-62.4768,-36.4636,0.0882,0.0232,0.0364,0.0882,61.5000,-37.5000,0.0000,61.4401,-37.4680,0.0719,-0.0599,0.0320,0.0719,25.4000,25.3985,-0.0015,25.4000,25.4017,0.0017,25.4000,25.4022,0.0022,25.4000,25.4041,0.0041,25.4000,25.4019,0.0019,72.8870,72.8773,-0.0097,73.7460,73.7113,-0.0347,72.3770,72.3392,-0.0378,72.0310,71.9634,-0.0676,75.0070,74.9912,-0.0158,74.0070,73.9861,-0.0209,126.0000,125.9291,-0.0709,124.0040,123.9210,-0.0830,145.2620,145.2136,-0.0484,145.7740,145.6713,-0.1027
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-south-DC-1_1-20210121T034041.csv,P509-south,Larry,20210121T1537,20.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4796,37.5163,0.0884,-0.0204,0.0163,0.0884,-63.5000,37.5000,0.0000,-63.4500,37.5163,0.0714,0.0500,0.0163,0.0714,-62.5000,-36.5000,0.0000,-62.4767,-36.4629,0.0887,0.0233,0.0371,0.0887,61.5000,-37.5000,0.0000,61.4404,-37.4682,0.0718,-0.0596,0.0318,0.0718,25.4000,25.3983,-0.0017,25.4000,25.4023,0.0023,25.4000,25.4018,0.0018,25.4000,25.4026,0.0026,25.4000,25.4018,0.0018,72.8870,72.8778,-0.0092,73.7460,73.7115,-0.0345,72.3770,72.3387,-0.0383,72.0310,71.9638,-0.0672,75.0070,74.9917,-0.0153,74.0070,73.9856,-0.0214,126.0000,125.9296,-0.0704,124.0040,123.9212,-0.0828,145.2620,145.2136,-0.0484,145.7740,145.6719,-0.1021
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-south-DC-1_2-20210121T025246.csv,P509-south,Larry,20210121T1449,19.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4799,37.5164,0.0878,-0.0201,0.0164,0.0878,-63.5000,37.5000,0.0000,-63.4499,37.5164,0.0714,0.0501,0.0164,0.0714,-62.5000,-36.5000,0.0000,-62.4758,-36.4640,0.0881,0.0242,0.0360,0.0881,61.5000,-37.5000,0.0000,61.4411,-37.4673,0.0718,-0.0589,0.0327,0.0718,25.4000,25.3979,-0.0021,25.4000,25.4019,0.0019,25.4000,25.4018,0.0018,25.4000,25.4030,0.0030,25.4000,25.4019,0.0019,72.8870,72.8781,-0.0089,73.7460,73.7115,-0.0345,72.3770,72.3385,-0.0385,72.0310,71.9640,-0.0670,75.0070,74.9909,-0.0161,74.0070,73.9868,-0.0202,126.0000,125.9298,-0.0702,124.0040,123.9210,-0.0830,145.2620,145.2137,-0.0483,145.7740,145.6720,-0.1020
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-south-DC-1_2-20210121T034406.csv,P509-south,Larry,20210121T1540,20.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4790,37.5165,0.0879,-0.0210,0.0165,0.0879,-63.5000,37.5000,0.0000,-63.4504,37.5165,0.0707,0.0496,0.0165,0.0707,-62.5000,-36.5000,0.0000,-62.4765,-36.4636,0.0882,0.0235,0.0364,0.0882,61.5000,-37.5000,0.0000,61.4405,-37.4673,0.0712,-0.0595,0.0327,0.0712,25.4000,25.3980,-0.0020,25.4000,25.4023,0.0023,25.4000,25.4025,0.0025,25.4000,25.4031,0.0031,25.4000,25.4011,0.0011,72.8870,72.8774,-0.0096,73.7460,73.7120,-0.0340,72.3770,72.3389,-0.0381,72.0310,71.9635,-0.0675,75.0070,74.9910,-0.0160,74.0070,73.9865,-0.0205,126.0000,125.9295,-0.0705,124.0040,123.9210,-0.0830,145.2620,145.2134,-0.0486,145.7740,145.6720,-0.1020
cmm-csv-files\P509_no_backer\reports\BallPlateGen5_Fixture_P509-south-DC-1_3-20210121T025611.csv,P509-south,Larry,20210121T1452,19.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4795,37.5171,0.0882,-0.0205,0.0171,0.0882,-63.5000,37.5000,0.0000,-63.4496,37.5171,0.0712,0.0504,0.0171,0.0712,-62.5000,-36.5000,0.0000,-62.4763,-36.4628,0.0884,0.0237,0.0372,0.0884,61.5000,-37.5000,0.0000,61.4408,-37.4667,0.0717,-0.0592,0.0333,0.0717,25.4000,25.3985,-0.0015,25.4000,25.4019,0.0019,25.4000,25.4023,0.0023,25.4000,25.4034,0.0034,25.4000,25.4015,0.0015,72.8870,72.8782,-0.0088,73.7460,73.7116,-0.0344,72.3770,72.3383,-0.0387,72.0310,71.9634,-0.0676,75.0070,74.9910,-0.0160,74.0070,73.9863,-0.0207,126.0000,125.9292,-0.0708,124.0040,123.9212,-0.0828,145.2620,145.2136,-0.0484,145.7740,145.6716,-0.1024
