Ball Plate ID and Orientation,P509-east
Inspector,Larry
Inspection Time,20211207T1658
Temperature,20.1°C
Serial No,
Material Ref,
Date,
Inspector,
Notes,
4,Pos S0,Position Cartesian,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0500,PASS
5,Pos S1,Position Cartesian,62.5000,37.5000,0.0000,62.4828,37.5162,0.0828,-0.0172,0.0162,0.0828,,,,0.1722,0.0500,FAIL
6,Pos S2,Position Cartesian,-63.5000,37.5000,0.0000,-63.4517,37.5162,0.0686,0.0483,0.0162,0.0686,,,,0.1709,0.0500,FAIL
7,Pos S3,Position Cartesian,-62.5000,-36.5000,0.0000,-62.4796,-36.4613,0.0829,0.0204,0.0387,0.0829,,,,0.1876,0.0500,FAIL
8,Pos S4,Position Cartesian,61.5000,-37.5000,0.0000,61.4436,-37.4642,0.0691,-0.0564,0.0358,0.0691,,,,0.1921,0.0500,FAIL
9,D0,Diameter,25.4000,,,25.3989,,,-0.0011,,,25.5000,25.3000,PASS,0.0059,0.0500,PASS
10,D1,Diameter,25.4000,,,25.4040,,,0.0040,,,25.5000,25.3000,PASS,0.0081,0.0500,PASS
11,D2,Diameter,25.4000,,,25.4031,,,0.0031,,,25.5000,25.3000,PASS,0.0048,0.0500,PASS
12,D3,Diameter,25.4000,,,25.4043,,,0.0043,,,25.5000,25.3000,PASS,0.0045,0.0500,PASS
13,D4,Diameter,25.4000,,,25.4026,,,0.0026,,,25.5000,25.3000,PASS,0.0053,0.0500,PASS
14,L01,Point Point Distance,72.8870,,,72.8805,,,-0.0065,,,72.9870,72.7870,PASS,,,
15,L02,Point Point Distance,73.7460,,,73.7129,,,-0.0331,,,73.8460,73.6460,PASS,,,
16,L03,Point Point Distance,72.3770,,,72.3404,,,-0.0366,,,72.4770,72.2770,PASS,,,
17,L04,Point Point Distance,72.0310,,,71.9645,,,-0.0665,,,72.1310,71.9310,PASS,,,
18,L14,Point Point Distance,75.0070,,,74.9876,,,-0.0194,,,75.1070,74.9070,PASS,,,
19,L23,Point Point Distance,74.0070,,,73.9839,,,-0.0231,,,74.1070,73.9070,PASS,,,
20,L12,Point Point Distance,126.0000,,,125.9345,,,-0.0655,,,126.1000,125.9000,PASS,,,
21,L34,Point Point Distance,124.0040,,,123.9273,,,-0.0767,,,124.1040,123.9040,PASS,,,
22,L13,Point Point Distance,145.2620,,,145.2180,,,-0.0440,,,145.3620,145.1620,PASS,,,
23,L24,Point Point Distance,145.7740,,,145.6740,,,-0.1000,,,145.8740,145.6740,PASS,,,
