file,Ball Plate ID and Orientation,Inspector,Inspection Time,Temperature_°C,Pos S0_nominal_x,Pos S0_nominal_y,Pos S0_nominal_z,Pos S0_actual_x,Pos S0_actual_y,Pos S0_actual_z,Pos S0_error_x,Pos S0_error_y,Pos S0_error_z,Pos S1_nominal_x,Pos S1_nominal_y,Pos S1_nominal_z,Pos S1_actual_x,Pos S1_actual_y,Pos S1_actual_z,Pos S1_error_x,Pos S1_error_y,Pos S1_error_z,Pos S2_nominal_x,Pos S2_nominal_y,Pos S2_nominal_z,Pos S2_actual_x,Pos S2_actual_y,Pos S2_actual_z,Pos S2_error_x,Pos S2_error_y,Pos S2_error_z,Pos S3_nominal_x,Pos S3_nominal_y,Pos S3_nominal_z,Pos S3_actual_x,Pos S3_actual_y,Pos S3_actual_z,Pos S3_error_x,Pos S3_error_y,Pos S3_error_z,Pos S4_nominal_x,Pos S4_nominal_y,Pos S4_nominal_z,Pos S4_actual_x,Pos S4_actual_y,Pos S4_actual_z,Pos S4_error_x,Pos S4_error_y,Pos S4_error_z,diameter_D0_nominal,diameter_D0_actual,diameter_D0_error,diameter_D1_nominal,diameter_D1_actual,diameter_D1_error,diameter_D2_nominal,diameter_D2_actual,diameter_D2_error,diameter_D3_nominal,diameter_D3_actual,diameter_D3_error,diameter_D4_nominal,diameter_D4_actual,diameter_D4_error,pointpointdistance_L01_nominal,pointpointdistance_L01_actual,pointpointdistance_L01_error,pointpointdistance_L02_nominal,pointpointdistance_L02_actual,pointpointdistance_L02_error,pointpointdistance_L03_nominal,pointpointdistance_L03_actual,pointpointdistance_L03_error,pointpointdistance_L04_nominal,pointpointdistance_L04_actual,pointpointdistance_L04_error,pointpointdistance_L14_nominal,pointpointdistance_L14_actual,pointpointdistance_L14_error,pointpointdistance_L23_nominal,pointpointdistance_L23_actual,pointpointdistance_L23_error,pointpointdistance_L12_nominal,pointpointdistance_L12_actual,pointpointdistance_L12_error,pointpointdistance_L34_nominal,pointpointdistance_L34_actual,pointpointdistance_L34_error,pointpointdistance_L13_nominal,pointpointdistance_L13_actual,pointpointdistance_L13_error,pointpointdistance_L24_nominal,pointpointdistance_L24_actual,pointpointdistance_L24_error
cmm-csv-files\P509_remount_20211207\reports\BallPlateGen5_Fixture_P509-south-DC-1_1-20211207T050704.csv,P509-south,Larry,20211207T1703,20.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4821,37.5156,0.0830,-0.0179,0.0156,0.0830,-63.5000,37.5000,0.0000,-63.4510,37.5156,0.0689,0.0490,0.0156,0.0689,-62.5000,-36.5000,0.0000,-62.4783,-36.4621,0.0832,0.0217,0.0379,0.0832,61.5000,-37.5000,0.0000,61.4431,-37.4654,0.0694,-0.0569,0.0346,0.0694,25.4000,25.3994,-0.0006,25.4000,25.4033,0.0033,25.4000,25.4031,0.0031,25.4000,25.4048,0.0048,25.4000,25.4025,0.0025,72.8870,72.8796,-0.0074,73.7460,73.7120,-0.0340,72.3770,72.3397,-0.0373,72.0310,71.9647,-0.0663,75.0070,74.9882,-0.0188,74.0070,73.9841,-0.0229,126.0000,125.9332,-0.0668,124.0040,123.9254,-0.0786,145.2620,145.2164,-0.0456,145.7740,145.6733,-0.1007
cmm-csv-files\P509_remount_20211207\reports\BallPlateGen5_Fixture_P509-south-DC-1_2-20211207T034130.csv,P509-south,Larry,20211207T1538,20.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4818,37.5159,0.0825,-0.0182,0.0159,0.0825,-63.5000,37.5000,0.0000,-63.4511,37.5159,0.0687,0.0489,0.0159,0.0687,-62.5000,-36.5000,0.0000,-62.4783,-36.4621,0.0827,0.0217,0.0379,0.0827,61.5000,-37.5000,0.0000,61.4425,-37.4648,0.0692,-0.0575,0.0352,0.0692,25.4000,25.3983,-0.0017,25.4000,25.4021,0.0021,25.4000,25.4032,0.0032,25.4000,25.4052,0.0052,25.4000,25.4031,0.0031,72.8870,72.8795,-0.0075,73.7460,73.7123,-0.0337,72.3770,72.3397,-0.0373,72.0310,71.9639,-0.0671,75.0070,74.9879,-0.0191,74.0070,73.9845,-0.0225,126.0000,125.9329,-0.0671,124.0040,123.9249,-0.0791,145.2620,145.2163,-0.0457,145.7740,145.6727,-0.1013
cmm-csv-files\P509_remount_20211207\reports\BallPlateGen5_Fixture_P509-south-DC-1_2-20211207T042632.csv,P509-south,Larry,20211207T1623,20.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4825,37.5157,0.0834,-0.0175,0.0157,0.0834,-63.5000,37.5000,0.0000,-63.4502,37.5157,0.0688,0.0498,0.0157,0.0688,-62.5000,-36.5000,0.0000,-62.4778,-36.4631,0.0836,0.0222,0.0369,0.0836,61.5000,-37.5000,0.0000,61.4436,-37.4653,0.0692,-0.0564,0.0347,0.0692,25.4000,25.3989,-0.0011,25.4000,25.4024,0.0024,25.4000,25.4034,0.0034,25.4000,25.4045,0.0045,25.4000,25.4032,0.0032,72.8870,72.8800,-0.0070,73.7460,73.7114,-0.0346,72.3770,72.3398,-0.0372,72.0310,71.9651,-0.0659,75.0070,74.9882,-0.0188,74.0070,73.9852,-0.0218,126.0000,125.9328,-0.0672,124.0040,123.9255,-0.0785,145.2620,145.2169,-0.0451,145.7740,145.6730,-0.1010
cmm-csv-files\P509_remount_20211207\reports\BallPlateGen5_Fixture_P509-south-DC-1_2-20211207T051030.csv,P509-south,Larry,20211207T1707,20.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4826,37.5159,0.0828,-0.0174,0.0159,0.0828,-63.5000,37.5000,0.0000,-63.4503,37.5159,0.0689,0.0497,0.0159,0.0689,-62.5000,-36.5000,0.0000,-62.4776,-36.4628,0.0830,0.0224,0.0372,0.0830,61.5000,-37.5000,0.0000,61.4434,-37.4652,0.0693,-0.0566,0.0348,0.0693,25.4000,25.3993,-0.0007,25.4000,25.4031,0.0031,25.4000,25.4030,0.0030,25.4000,25.4049,0.0049,25.4000,25.4023,0.0023,72.8870,72.8802,-0.0068,73.7460,73.7115,-0.0345,72.3770,72.3394,-0.0376,72.0310,71.9648,-0.0662,75.0070,74.9883,-0.0187,74.0070,73.9851,-0.0219,126.0000,125.9329,-0.0671,124.0040,123.9250,-0.0790,145.2620,145.2167,-0.0453,145.7740,145.6729,-0.1011
cmm-csv-files\P509_remount_20211207\reports\BallPlateGen5_Fixture_P509-south-DC-1_3-20211207T034457.csv,P509-south,Larry,20211207T1541,20.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4821,37.5160,0.0827,-0.0179,0.0160,0.0827,-63.5000,37.5000,0.0000,-63.4505,37.5160,0.0683,0.0495,0.0160,0.0683,-62.5000,-36.5000,0.0000,-62.4783,-36.4630,0.0829,0.0217,0.0370,0.0829,61.5000,-37.5000,0.0000,61.4435,-37.4649,0.0688,-0.0565,0.0351,0.0688,25.4000,25.3978,-0.0022,25.4000,25.4023,0.0023,25.4000,25.4027,0.0027,25.4000,25.4050,0.0050,25.4000,25.4030,0.0030,72.8870,72.8798,-0.0072,73.7460,73.7117,-0.0343,72.3770,72.3402,-0.0368,72.0310,71.9647,-0.0663,75.0070,74.9881,-0.0189,74.0070,73.9854,-0.0216,126.0000,125.9326,-0.0674,124.0040,123.9258,-0.0782,145.2620,145.2171,-0.0449,145.7740,145.6730,-0.1010
cmm-csv-files\P509_remount_20211207\reports\BallPlateGen5_Fixture_P509-south-DC-1_3-20211207T042957.csv,P509-south,Larry,20211207T1626,20.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4819,37.5164,0.0834,-0.0181,0.0164,0.0834,-63.5000,37.5000,0.0000,-63.4520,37.5164,0.0693,0.0480,0.0164,0.0693,-62.5000,-36.5000,0.0000,-62.4790,-36.4616,0.0836,0.0210,0.0384,0.0836,61.5000,-37.5000,0.0000,61.4429,-37.4644,0.0698,-0.0571,0.0356,0.0698,25.4000,25.3996,-0.0004,25.4000,25.4025,0.0025,25.4000,25.4024,0.0024,25.4000,25.4048,0.0048,25.4000,25.4028,0.0028,72.8870,72.8799,-0.0071,73.7460,73.7133,-0.0327,72.3770,72.3400,-0.0370,72.0310,71.9640,-0.0670,75.0070,74.9881,-0.0189,74.0070,73.9844,-0.0226,126.0000,125.9339,-0.0661,124.0040,123.9260,-0.0780,145.2620,145.2169,-0.0451,145.7740,145.6739,-0.1001
cmm-csv-files\P509_remount_20211207\reports\BallPlateGen5_Fixture_P509-south-DC-1_3-20211207T051355.csv,P509-south,Larry,20211207T1710,20.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4822,37.5162,0.0833,-0.0178,0.0162,0.0833,-63.5000,37.5000,0.0000,-63.4510,37.5162,0.0691,0.0490,0.0162,0.0691,-62.5000,-36.5000,0.0000,-62.4783,-36.4626,0.0835,0.0217,0.0374,0.0835,61.5000,-37.5000,0.0000,61.4428,-37.4651,0.0696,-0.0572,0.0349,0.0696,25.4000,25.3993,-0.0007,25.4000,25.4031,0.0031,25.4000,25.4033,0.0033,25.4000,25.4051,0.0051,25.4000,25.4024,0.0024,72.8870,72.8800,-0.0070,73.7460,73.7122,-0.0338,72.3770,72.3399,-0.0371,72.0310,71.9642,-0.0668,75.0070,74.9885,-0.0185,74.0070,73.9852,-0.0218,126.0000,125.9331,-0.0669,124.0040,123.9251,-0.0789,145.2620,145.2170,-0.0450,145.7740,145.6731,-0.1009
cmm-csv-files\P509_remount_20211207\reports\BallPlateGen5_Fixture_P509-south-DC-1_4-20211207T034823.csv,P509-south,Larry,20211207T1544,20.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4821,37.5162,0.0829,-0.0179,0.0162,0.0829,-63.5000,37.5000,0.0000,-63.4504,37.5162,0.0684,0.0496,0.0162,0.0684,-62.5000,-36.5000,0.0000,-62.4776,-36.4624,0.0831,0.0224,0.0376,0.0831,61.5000,-37.5000,0.0000,61.4428,-37.4656,0.0688,-0.0572,0.0344,0.0688,25.4000,25.3990,-0.0010,25.4000,25.4021,0.0021,25.4000,25.4026,0.0026,25.4000,25.4048,0.0048,25.4000,25.4029,0.0029,72.8870,72.8799,-0.0071,73.7460,73.7118,-0.0342,72.3770,72.3392,-0.0378,72.0310,71.9646,-0.0664,75.0070,74.9890,-0.0180,74.0070,73.9849,-0.0221,126.0000,125.9325,-0.0675,124.0040,123.9246,-0.0794,145.2620,145.2162,-0.0458,145.7740,145.6729,-0.1011
cmm-csv-files\P509_remount_20211207\reports\BallPlateGen5_Fixture_P509-south-DC-1_4-20211207T043323.csv,P509-south,Larry,20211207T1629,20.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4832,37.5166,0.0831,-0.0168,0.0166,0.0831,-63.5000,37.5000,0.0000,-63.4498,37.5166,0.0691,0.0502,0.0166,0.0691,-62.5000,-36.5000,0.0000,-62.4779,-36.4620,0.0833,0.0221,0.0380,0.0833,61.5000,-37.5000,0.0000,61.4439,-37.4646,0.0696,-0.0561,0.0354,0.0696,25.4000,25.3986,-0.0014,25.4000,25.4028,0.0028,25.4000,25.4025,0.0025,25.4000,25.4051,0.0051,25.4000,25.4027,0.0027,72.8870,72.8811,-0.0059,73.7460,73.7115,-0.0345,72.3770,72.3392,-0.0378,72.0310,71.9650,-0.0660,75.0070,74.9883,-0.0187,74.0070,73.9849,-0.0221,126.0000,125.9330,-0.0670,124.0040,123.9258,-0.0782,145.2620,145.2174,-0.0446,145.7740,145.6730,-0.1010
cmm-csv-files\P509_remount_20211207\reports\BallPlateGen5_Fixture_P509-south-DC-1_4-20211207T051721.csv,P509-south,Larry,20211207T1713,20.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4831,37.5161,0.0825,-0.0169,0.0161,0.0825,-63.5000,37.5000,0.0000,-63.4499,37.5161,0.0689,0.0501,0.0161,0.0689,-62.5000,-36.5000,0.0000,-62.4768,-36.4627,0.0827,0.0232,0.0373,0.0827,61.5000,-37.5000,0.0000,61.4435,-37.4648,0.0694,-0.0565,0.0352,0.0694,25.4000,25.3988,-0.0012,25.4000,25.4032,0.0032,25.4000,25.4029,0.0029,25.4000,25.4051,0.0051,25.4000,25.4025,0.0025,72.8870,72.8807,-0.0063,73.7460,73.7113,-0.0347,72.3770,72.3387,-0.0383,72.0310,71.9647,-0.0663,75.0070,74.9881,-0.0189,74.0070,73.9852,-0.0218,126.0000,125.9330,-0.0670,124.0040,123.9244,-0.0796,145.2620,145.2165,-0.0455,145.7740,145.6726,-0.1014
cmm-csv-files\P509_remount_20211207\reports\BallPlateGen5_Fixture_P509-south-DC-1_5-20211207T035150.csv,P509-south,Larry,20211207T1548,20.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4817,37.5163,0.0831,-0.0183,0.0163,0.0831,-63.5000,37.5000,0.0000,-63.4511,37.5163,0.0687,0.0489,0.0163,0.0687,-62.5000,-36.5000,0.0000,-62.4781,-36.4629,0.0833,0.0219,0.0371,0.0833,61.5000,-37.5000,0.0000,61.4431,-37.4648,0.0691,-0.0569,0.0352,0.0691,25.4000,25.3988,-0.0012,25.4000,25.4019,0.0019,25.4000,25.4024,0.0024,25.4000,25.4046,0.0046,25.4000,25.4029,0.0029,72.8870,72.8796,-0.0074,73.7460,73.7124,-0.0336,72.3770,72.3399,-0.0371,72.0310,71.9644,-0.0666,75.0070,74.9883,-0.0187,74.0070,73.9856,-0.0214,126.0000,125.9327,-0.0673,124.0040,123.9253,-0.0787,145.2620,145.2167,-0.0453,145.7740,145.6733,-0.1007
cmm-csv-files\P509_remount_20211207\reports\BallPlateGen5_Fixture_P509-south-DC-1_5-20211207T043649.csv,P509-south,Larry,20211207T1633,20.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4828,37.5163,0.0838,-0.0172,0.0163,0.0838,-63.5000,37.5000,0.0000,-63.4506,37.5163,0.0690,0.0494,0.0163,0.0690,-62.5000,-36.5000,0.0000,-62.4783,-36.4624,0.0840,0.0217,0.0376,0.0840,61.5000,-37.5000,0.0000,61.4441,-37.4646,0.0695,-0.0559,0.0354,0.0695,25.4000,25.3993,-0.0007,25.4000,25.4019,0.0019,25.4000,25.4027,0.0027,25.4000,25.4040,0.0040,25.4000,25.4026,0.0026,72.8870,72.8806,-0.0064,73.7460,73.7120,-0.0340,72.3770,72.3398,-0.0372,72.0310,71.9651,-0.0659,75.0070,74.9881,-0.0189,74.0070,73.9851,-0.0219,126.0000,125.9334,-0.0666,124.0040,123.9264,-0.0776,145.2620,145.2175,-0.0445,145.7740,145.6737,-0.1003
cmm-csv-files\P509_remount_20211207\reports\BallPlateGen5_Fixture_P509-south-DC-1_5-20211207T052047.csv,P509-south,Larry,20211207T1717,20.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4820,37.5162,0.0830,-0.0180,0.0162,0.0830,-63.5000,37.5000,0.0000,-63.4509,37.5162,0.0686,0.0491,0.0162,0.0686,-62.5000,-36.5000,0.0000,-62.4781,-36.4632,0.0832,0.0219,0.0368,0.0832,61.5000,-37.5000,0.0000,61.4434,-37.4653,0.0691,-0.0566,0.0347,0.0691,25.4000,25.3991,-0.0009,25.4000,25.4022,0.0022,25.4000,25.4033,0.0033,25.4000,25.4045,0.0045,25.4000,25.4027,0.0027,72.8870,72.8798,-0.0072,73.7460,73.7122,-0.0338,72.3770,72.3401,-0.0369,72.0310,71.9649,-0.0661,75.0070,74.9887,-0.0183,74.0070,73.9858,-0.0212,126.0000,125.9329,-0.0671,124.0040,123.9256,-0.0784,145.2620,145.2170,-0.0450,145.7740,145.6737,-0.1003
cmm-csv-files\P509_remount_20211207\reports\BallPlateGen5_Fixture_P509-south-DC-1_6-20211207T035516.csv,P509-south,Larry,20211207T1551,20.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4823,37.5166,0.0832,-0.0177,0.0166,0.0832,-63.5000,37.5000,0.0000,-63.4510,37.5166,0.0685,0.0490,0.0166,0.0685,-62.5000,-36.5000,0.0000,-62.4771,-36.4628,0.0834,0.0229,0.0372,0.0834,61.5000,-37.5000,0.0000,61.4434,-37.4650,0.0689,-0.0566,0.0350,0.0689,25.4000,25.3980,-0.0020,25.4000,25.4019,0.0019,25.4000,25.4033,0.0033,25.4000,25.4048,0.0048,25.4000,25.4030,0.0030,72.8870,72.8804,-0.0066,73.7460,73.7125,-0.0335,72.3770,72.3390,-0.0380,72.0310,71.9647,-0.0663,75.0070,74.9888,-0.0182,74.0070,73.9859,-0.0211,126.0000,125.9333,-0.0667,124.0040,123.9246,-0.0794,145.2620,145.2165,-0.0455,145.7740,145.6737,-0.1003
cmm-csv-files\P509_remount_20211207\reports\BallPlateGen5_Fixture_P509-south-DC-1_6-20211207T044014.csv,P509-south,Larry,20211207T1636,20.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4820,37.5164,0.0836,-0.0180,0.0164,0.0836,-63.5000,37.5000,0.0000,-63.4513,37.5164,0.0688,0.0487,0.0164,0.0688,-62.5000,-36.5000,0.0000,-62.4782,-36.4626,0.0838,0.0218,0.0374,0.0838,61.5000,-37.5000,0.0000,61.4431,-37.4650,0.0693,-0.0569,0.0350,0.0693,25.4000,25.3993,-0.0007,25.4000,25.4024,0.0024,25.4000,25.4031,0.0031,25.4000,25.4042,0.0042,25.4000,25.4025,0.0025,72.8870,72.8799,-0.0071,73.7460,73.7127,-0.0333,72.3770,72.3398,-0.0372,72.0310,71.9645,-0.0665,75.0070,74.9886,-0.0184,74.0070,73.9854,-0.0216,126.0000,125.9333,-0.0667,124.0040,123.9253,-0.0787,145.2620,145.2168,-0.0452,145.7740,145.6737,-0.1003
cmm-csv-files\P509_remount_20211207\reports\BallPlateGen5_Fixture_P509-south-DC-1_6-20211207T052412.csv,P509-south,Larry,20211207T1720,20.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4823,37.5160,0.0827,-0.0177,0.0160,0.0827,-63.5000,37.5000,0.0000,-63.4507,37.5160,0.0682,0.0493,0.0160,0.0682,-62.5000,-36.5000,0.0000,-62.4775,-36.4636,0.0829,0.0225,0.0364,0.0829,61.5000,-37.5000,0.0000,61.4432,-37.4652,0.0686,-0.0568,0.0348,0.0686,25.4000,25.3992,-0.0008,25.4000,25.4031,0.0031,25.4000,25.4036,0.0036,25.4000,25.4053,0.0053,25.4000,25.4024,0.0024,72.8870,72.8800,-0.0070,73.7460,73.7120,-0.0340,72.3770,72.3398,-0.0372,72.0310,71.9647,-0.0663,75.0070,74.9885,-0.0185,74.0070,73.9861,-0.0209,126.0000,125.9330,-0.0670,124.0040,123.9248,-0.0792,145.2620,145.2169,-0.0451,145.7740,145.6732,-0.1008
